fruit_redness,fruit_greenness,leaf_health,spot_count,spot_darkness,surface_texture,size,stem_brownness,label
0.7848102051137178,0.5886342081918832,0.7057795075975923,0.28025987585361445,0.10487656820437918,0.8563051247648418,0.19916381572117114,0.38255339993938675,0.28969868008794625
0.9390068065988909,0.9037230309705666,0.548827556154131,0.510262166699279,0.4922355694451813,0.6036018709713207,0.6063894831968291,0.792459918785588,0.4273117111844119
0.7593018330570716,0.019370467942098624,0.34602294940230005,0.6372502965551616,0.8816156244331219,0.5435278324710149,0.9012515008205971,0.16532785101348912,0.2950471259912254
0.48443207951538725,0.8873831193665072,0.9261585218475267,0.8947066794760031,0.9020487462257308,0.10763501337626546,0.2833167768644711,0.9839877162919483,0.6981562849952344
0.5692072518356621,0.19279163776147445,0.4260419196211038,0.5984174118074985,0.7329684688484702,0.03747748819677399,0.3815117074726464,0.10412762758281069,0.34523697976963535
0.8261115806699589,0.050381117708559686,0.6343135648095863,0.9328471265701976,0.49666112937245666,0.8735567488641638,0.7106308360476579,0.48204332976441044,0.38665768900525194
0.36704464650594393,0.2939070501026344,0.2714569951252658,0.2763226856345484,0.7663169602114769,0.8948170903319831,0.18219032826192771,0.5889295335092719,0.7730829475641661
0.07113356813207616,0.5036687841156839,0.11078674631542407,0.6771453346999735,0.8211218327750791,0.12123466132847383,0.1983708793457285,0.6946417381378653,0.8600759805366016
0.3162407225496465,0.11885472474028047,0.16826045370122678,0.07325059000498879,0.881608189107194,0.8252034239635545,0.313602176876826,0.5408823510034743,0.7132396365386959
0.42484267652741303,0.30820422655742663,0.7477261832324403,0.5683353083169986,0.5872718040860155,0.18283189386071586,0.33185935345723516,0.9019420290859148,0.524262059780625
0.7492165321310611,0.6161255143330765,0.5561352449715974,0.96860327044855,0.1984497663827438,0.34477107696282017,0.8895926071823209,0.9400723163186445,0.39930391349481836
0.14273353039865833,0.8624655446923664,0.6746113525110826,0.7808061012250866,0.3812629112354927,0.07276190584732212,0.1045711181229293,0.8502448654470374,0.7632318926955166
0.6839146330416886,0.3755721728253423,0.3694032276511867,0.42993136856436076,0.8746490372413486,0.5346739044760714,0.27218252989942027,0.2950588264391344,0.577436621640097
0.19279642609739644,0.4381538875201796,0.7402526631924005,0.231721111988344,0.16184298537819342,0.21144421182748052,0.5045035502541664,0.7669416039245077,0.366465236415739
0.2037658946657377,0.953006873908377,0.2926872670239047,0.22148506629890408,0.7729982420567224,0.1908485229395609,0.6525340251765287,0.3373795075890961,0.6527092235966021
0.016556763456247237,0.7783450089798584,0.2919409009601366,0.42748970791266583,0.4472777219280203,0.9359534351007377,0.11789135070378431,0.4456485074935339,0.9286113224035369
0.7138947778862574,0.30370188230940764,0.021567768487723793,0.471041909439471,0.6945849707171267,0.9090748270083254,0.5963487962388501,0.8141124822177923,0.677693813554621
0.2210155107915439,0.4517527702028967,0.9253531382812836,0.6229482345023791,0.37550340772958246,0.7317125180097117,0.32872971990945765,0.432271710875924,0.5106838573270428
0.3015389988824684,0.8248765452104644,0.9560450785613136,0.848375300264036,0.5594183561170011,0.8564339554100657,0.7802896853699854,0.04222157738169041,0.48525721335774014
0.03592308556624002,0.20776676830255048,0.0555086595733052,0.45539620810774717,0.33153034198511355,0.047457801023824575,0.12178232512188447,0.11613545438332673,0.6605773924806548
0.4365087558904198,0.4931468558143173,0.45746185873467216,0.8293558754531223,0.7421631914474424,0.49513363571264,0.9574792786367752,0.8339153914460924,0.6406541017216395
0.12442193016577285,0.8314951792146692,0.03522830062529336,0.5446618486464428,0.28374247213527026,0.2987016879966765,0.5412280481373577,0.6696730455216245,0.785339563367939
0.9524115771095101,0.36706375326699237,0.8043378064416271,0.10988623540403875,0.3311403084343425,0.16103213609967992,0.7405506625136541,0.5512097468963739,0.09017418587327078
0.23739371800764786,0.5551749182839244,0.6438954869332035,0.8976349322027976,0.018949234461321907,0.2647377069732372,0.8114347489677572,0.38175314394591264,0.40288254912101745
0.5064870055513739,0.7592833430669224,0.15012178499089446,0.07000736361850024,0.8948873737879433,0.8640166594479154,0.3357739720238677,0.9652410895414432,0.8437156770719171
0.18567065582068298,0.8023597735612128,0.10648523110195829,0.0508855172841679,0.8735979728069941,0.21672246350077096,0.6388071959750485,0.4421591093634042,0.7054517860327552
0.23501702135783376,0.6024123589425115,0.31291733863854554,0.4991295431518442,0.7739952985382654,0.5005740348246969,0.6558226732133281,0.26151600256353524,0.6898343339433062
0.21302119965579314,0.34190788161910657,0.41596429806214985,0.28462438663150835,0.6676071933813532,0.526692210340949,0.11011557855438903,0.5425466877328516,0.7579749701916358
0.20789692871114374,0.45432787009834263,0.7276271724042167,0.9611222398721324,0.306599353391102,0.31982024272087295,0.23748903344732597,0.956503722008762,0.7007424301092058
0.8037042126258008,0.9031967505438158,0.8586323618945306,0.9838875418216466,0.862248301267078,0.7953330248304072,0.4537637739673894,0.49020620824517425,0.6180438983988756
0.9624752487651063,0.6626475741787403,0.5709546683663457,0.6869521019681041,0.2609032727023296,0.6071958514045339,0.2842157972974231,0.6029168922844711,0.35272185274011436
0.12600835846479175,0.8389837549087545,0.8586287984380592,0.3388908654011282,0.2613528680312446,0.24646007834692718,0.9596600655908344,0.8745352377507841,0.41885275766275926
0.9477291600902158,0.4038795153432734,0.11006642266642774,0.2815228255988146,0.48961627114731476,0.7535385102841899,0.7504608881444138,0.2711743929611471,0.29169190933823064
0.8990188384082591,0.8301225701157817,0.753969200970428,0.0994758550127407,0.6810111152480315,0.4901647213788102,0.20589039620280902,0.3308919095499989,0.3590085120420252
0.5407538744922138,0.47713462272432916,0.9015084665430696,0.9484702825881314,0.4352635344836734,0.46466729983899724,0.3466981722522855,0.25362212543859464,0.4684716943013093
0.18292807443145076,0.28344874852704327,0.9886118109614858,0.811833035256778,0.33163063673809434,0.19252467098061143,0.46200122978567704,0.2840608022421367,0.3713211985617076
0.23535276093439483,0.04951437693285532,0.3570552275951089,0.7690750400649763,0.14444365753625288,0.9728316174660385,0.744796414184221,0.7626434722745489,0.6104562744539771
0.998070233945909,0.6866188516603118,0.924776804183309,0.8177390132008806,0.0554516408293928,0.7231482804169731,0.41779131207758324,0.2643483389534378,0.2720781909142944
0.8110116889246087,0.28605422442445516,0.2851572901960434,0.6767042870819231,0.0750587373899485,0.5047727671611855,0.8975056038643541,0.5503476227362246,0.21324203597095576
0.36363776806315784,0.3422938076131923,0.15069991872967992,0.7183450523137938,0.8605368538183862,0.012522172024547418,0.1903837011716244,0.5299610381394608,0.7601452894484411
