fruit_redness,fruit_greenness,leaf_health,spot_count,spot_darkness,surface_texture,size,stem_brownness,label
0.5856974419000512,0.002221676423487473,0.10555817003652679,0.942333986517993,0.39780691920646294,0.02013951338062825,0.12812985843443048,0.8297021983270415,0.9640246845349886
0.14866223519121535,0.5446951391657784,0.6524590430036828,0.8980431346400243,0.11260549133657127,0.13807956484602635,0.6538068779884076,0.334812686130769,0.9286406006939711
0.1932309665925661,0.5681611295169684,0.1528016495162915,0.4311412814371267,0.7322409411885263,0.5354678450369857,0.9688984856463393,0.2149716120104348,0.9736850742291694
0.9898860686972145,0.5601390644797783,0.627935774951987,0.7087147531581247,0.3788429232459811,0.5647235386355716,0.6254176211613799,0.1340869331456942,0.6518116840041672
0.27198647010085886,0.4855940171472295,0.6345976256712164,0.5366882330429491,0.6709254755055887,0.418088304164725,0.7113454700305754,0.9113914110193054,0.9653800950139473
0.6084937642604502,0.26735331083504854,0.0471487689987109,0.4979147949106302,0.6876165041911373,0.6843929805666411,0.6094637051516393,0.872202025423186,0.9746510349479264
0.6765703389631904,0.32240133557160267,0.5705803949839154,0.4544734369812894,0.7204564064077825,0.8856357612154255,0.6098902902106996,0.9641630341964147,0.9439119788226229
0.12136301037560993,0.46851015204355817,0.0484296150224478,0.3753590373368061,0.39417770704839694,0.8872525269820938,0.6278632026424037,0.34492529879036116,0.9816603692882458
0.9628814535380145,0.20061306656270927,0.7936445869366542,0.1660830735969946,0.6457395144297552,0.22030177124401507,0.5214334149625589,0.7328365273652421,0.21415701512782084
0.4426500421927927,0.5112073580845998,0.9981053565366557,0.6896510125931214,0.012448194074030972,0.21220310846362167,0.3772906218158517,0.2100431539389397,0.5374086629656368
0.9948783589059838,0.6352237928439232,0.13582339477553584,0.26839906792027624,0.6836447944696219,0.6879487333719384,0.9945998236758621,0.5166680014902721,0.7778403647574919
0.0272650166142292,0.8459919021894077,0.9648505406715467,0.5079131116993154,0.6072564198869311,0.7711328619516136,0.559008097191814,0.5906735963011085,0.9827178769182249
0.07136363480137287,0.24839457460878622,0.20476169373136177,0.07444152134649962,0.8243609269767412,0.6827792963489295,0.5427393161042952,0.22043380900201348,0.9516630623040305
0.026195935074784238,0.13155230876834056,0.03339800230278245,0.7433946143698316,0.8345552036370708,0.42693222892029437,0.3681987785335429,0.4449223086796753,0.9966610815454172
0.286429513593462,0.9702445374335052,0.7611439879266625,0.46911165852502545,0.6101643502917397,0.5970588115213172,0.15911292413419076,0.6626122223492781,0.9797176068752705
0.8006243527658429,0.09974780138252237,0.5912887256596768,0.6880622755099148,0.4995579978666397,0.28220951801368965,0.5061623335855477,0.967780185213937,0.8015122644234359
0.0012347223811259855,0.6027268288641042,0.49487805457616063,0.2250405214000346,0.191575793029919,0.4700500326495328,0.012319709864404227,0.7370672593053348,0.9453472596188474
0.1982529479149029,0.12991707489376492,0.28765057022643836,0.44936833968232626,0.9411276811449907,0.9343637024125774,0.9902771763986599,0.6540796438241795,0.9884332190851438
0.3164535812998932,0.3365271197966321,0.5981171134099507,0.3126535124021188,0.2215419874788176,0.7178853580438561,0.5086476545091223,0.44438379249484694,0.7898976718200404
0.56984790205458,0.8628744361239515,0.5037868243857295,0.3271908808582177,0.855475138826098,0.4139282647852276,0.49625220879122267,0.012103824351971992,0.8880336840361535
0.2576237963273682,0.06243000938789267,0.05468493578283562,0.21189929731302748,0.2103213833883517,0.852515740846041,0.14539273346075543,0.1385546523344734,0.8852876070129773
0.03521551564241843,0.28662642867575283,0.046987703350880206,0.9443274859739377,0.18498040221751755,0.3359598359230279,0.9949649497501274,0.22052995277225917,0.9827585318896701
0.9837592861701434,0.3407894188464867,0.5440263227473089,0.6324619591744575,0.9190927474516775,0.8714755018042004,0.007713863515063646,0.4853857285716626,0.9545363638709723
0.2926814104783393,0.07468382246136385,0.8699345771141785,0.38202349918996703,0.0015906332173180049,0.04441442424024389,0.8613684960015155,0.6121871031326043,0.23605334390444532
0.1798147662604338,0.008654961911579995,0.22381579579532096,0.07012020998540636,0.895389201889675,0.3759437003657531,0.9102029861758885,0.3169620350627296,0.8379104439781552
0.9383157465857914,0.40430475931873155,0.4253892272064548,0.24402241762846655,0.5111350689905878,0.26392989796974,0.5828434679379059,0.16802019648606803,0.3005955154860678
0.3975477047098056,0.0690838602090057,0.08217866087650705,0.24249158112512492,0.8803842183968054,0.614895328762201,0.044391216133513156,0.37255323606241797,0.9622475977077414
0.14279704599679588,0.613216481101958,0.19703826277910153,0.03127719584196942,0.3584460504940631,0.44005414710375357,0.40634648436092946,0.35413294308560506,0.8701026667924512
0.3273098539751569,0.580518699180318,0.9027556914694295,0.02521065152845936,0.7309382403473155,0.1974459879031849,0.2178953018943991,0.2574021117655091,0.5759699582795015
0.7940059071711286,0.5988337318042335,0.4388839391444723,0.33950118462069145,0.2920030214161733,0.8213781197291966,0.996699563220096,0.3905866291812857,0.6382422405570047
